PERIOD,TYPE,NHSE_REGION_CODE,NHSE_REGION_NAME,MAIN_STAFF_GROUP,STAFF_GROUP,HC,FTE
202409 to 202509,Denominator at end of period,Y61,East of England,NHS infrastructure support,Senior managers,1475,1421.78674
202409 to 202509,Denominator at end of period,Y61,East of England,NHS infrastructure support,Managers,3388,3245.9247
202409 to 202509,Denominator at end of period,Y61,East of England,NHS infrastructure support,Central functions,12159,11027.47974
202409 to 202509,Denominator at end of period,Y61,East of England,NHS infrastructure support,"Hotel, property & estates",5935,4886.82009
202409 to 202509,Denominator at end of period,Y61,East of England,Unknown classification,Unknown classification,15,12.71333
202409 to 202509,Denominator at end of period,Y62,North West,All staff groups,All staff groups,231232,205948.47885
202409 to 202509,Denominator at end of period,Y62,North West,Professionally qualified clinical staff,All staff groups,123078,111604.81724
202409 to 202509,Denominator at end of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - All grades,22238,20859.29697
202409 to 202509,Denominator at end of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Consultant,8996,8406.39809
202409 to 202509,Denominator at end of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,402,381.75773
202409 to 202509,Denominator at end of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,1618,1487.65346
202409 to 202509,Denominator at end of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Staff Grade,50,46.803
202409 to 202509,Denominator at end of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,4678,4427.25925
202409 to 202509,Denominator at end of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Core Training,3992,3884.84334
202409 to 202509,Denominator at end of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,896,879.81125
202409 to 202509,Denominator at end of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,1055,1048.825
202409 to 202509,Denominator at end of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,336,136.51592
202409 to 202509,Denominator at end of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,288,159.42993
202409 to 202509,Denominator at end of period,Y62,North West,Professionally qualified clinical staff,Nurses & health visitors,62791,56888.47401
202409 to 202509,Denominator at end of period,Y62,North West,Professionally qualified clinical staff,Midwives,4108,3399.51071
202409 to 202509,Denominator at end of period,Y62,North West,Professionally qualified clinical staff,Ambulance staff,3001,2852.1993
202409 to 202509,Denominator at end of period,Y62,North West,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",30994,27605.33625
202409 to 202509,Denominator at end of period,Y62,North West,Support to clinical staff,All staff groups,70229,60762.43314
202409 to 202509,Denominator at end of period,Y62,North West,Support to clinical staff,"Support to doctors, nurses & midwives",52366,44932.38126
202409 to 202509,Denominator at end of period,Y62,North West,Support to clinical staff,Support to ambulance staff,3793,3463.26255
202409 to 202509,Denominator at end of period,Y62,North West,Support to clinical staff,Support to ST&T staff,14111,12366.78933
202409 to 202509,Denominator at end of period,Y62,North West,NHS infrastructure support,All staff groups,38109,33574.91515
202409 to 202509,Denominator at end of period,Y62,North West,NHS infrastructure support,Senior managers,2230,2168.48708
202409 to 202509,Denominator at end of period,Y62,North West,NHS infrastructure support,Managers,3929,3793.1659
202409 to 202509,Denominator at end of period,Y62,North West,NHS infrastructure support,Central functions,18614,17075.77648
202409 to 202509,Denominator at end of period,Y62,North West,NHS infrastructure support,"Hotel, property & estates",13357,10537.48569
202409 to 202509,Denominator at end of period,Y62,North West,Unknown classification,Unknown classification,8,6.31332
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,All staff groups,All staff groups,253113,221647.61767
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,All staff groups,131125,117203.06646
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - All grades,24406,22792.70633
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Consultant,9859,9166.15732
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,394,363.94863
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,1695,1512.92945
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Staff Grade,8,6.603
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,5391,5058.82417
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Core Training,3765,3631.2865
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,1374,1358.10375
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,1443,1430.83125
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,355,131.61711
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,202,132.40515
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,Nurses & health visitors,65799,58500.46791
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,Midwives,4500,3703.8835
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,Ambulance staff,3381,3148.77308
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",33088,29057.23564
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Support to clinical staff,All staff groups,79440,67996.56759
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Support to clinical staff,"Support to doctors, nurses & midwives",57648,48782.29164
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Support to clinical staff,Support to ambulance staff,5450,4845.10127
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Support to clinical staff,Support to ST&T staff,16413,14369.17468
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,NHS infrastructure support,All staff groups,42798,36415.87028
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,NHS infrastructure support,Senior managers,1896,1806.03059
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,NHS infrastructure support,Managers,3429,3265.56
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,NHS infrastructure support,Central functions,20264,18261.28185
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,NHS infrastructure support,"Hotel, property & estates",17244,13082.99784
202409 to 202509,Denominator at end of period,Y63,North East and Yorkshire,Unknown classification,Unknown classification,36,32.11334
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,All staff groups,All staff groups,1523420,1359357.92105
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,All staff groups,804794,726940.4892
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - All grades,156368,146386.86149
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Consultant,62607,57851.41821
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,2932,2590.94206
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,10342,9205.37147
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Staff Grade,381,350.72555
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,37685,35887.76562
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Core Training,23749,23145.24845
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,7567,7482.1017
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,8409,8353.54625
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,1914,685.98317
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,1324,833.75901
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,Nurses & health visitors,399559,361121.37141
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,Midwives,28898,23721.69916
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,Ambulance staff,22316,20787.66436
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",198069,174922.89278
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Support to clinical staff,All staff groups,472349,412110.28372
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Support to clinical staff,"Support to doctors, nurses & midwives",344291,297696.30118
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Support to clinical staff,Support to ambulance staff,29804,27139.02097
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Support to clinical staff,Support to ST&T staff,98637,87274.96157
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,NHS infrastructure support,All staff groups,247641,219887.65038
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,NHS infrastructure support,Senior managers,13886,13397.24914
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,NHS infrastructure support,Managers,27578,26494.19701
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,NHS infrastructure support,Central functions,123156,113137.89148
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,NHS infrastructure support,"Hotel, property & estates",83193,66858.31275
202409 to 202509,Denominator at start of period,All NHSE regions,All NHSE regions,Unknown classification,Unknown classification,477,419.49775
202409 to 202509,Denominator at start of period,Y56,London,All staff groups,All staff groups,255290,237225.95168
202409 to 202509,Denominator at start of period,Y56,London,Professionally qualified clinical staff,All staff groups,148218,137455.14446
202409 to 202509,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - All grades,32857,30458.71119
202409 to 202509,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Consultant,13450,12130.18808
202409 to 202509,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,394,335.72629
202409 to 202509,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,1514,1292.03406
202409 to 202509,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Staff Grade,202,191.63814
202409 to 202509,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,10171,9709.50678
202409 to 202509,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Core Training,4589,4471.32486
202409 to 202509,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,1032,1018.8025
202409 to 202509,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,1083,1072.29375
202409 to 202509,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,289,117.91218
202409 to 202509,Denominator at start of period,Y56,London,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,233,119.28455
202409 to 202509,Denominator at start of period,Y56,London,Professionally qualified clinical staff,Nurses & health visitors,68882,64949.19617
202409 to 202509,Denominator at start of period,Y56,London,Professionally qualified clinical staff,Midwives,5305,4565.20553
202409 to 202509,Denominator at start of period,Y56,London,Professionally qualified clinical staff,Ambulance staff,3361,3235.28145
202409 to 202509,Denominator at start of period,Y56,London,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",37900,34246.75012
202409 to 202509,Denominator at start of period,Y56,London,Support to clinical staff,All staff groups,68514,63086.04685
202409 to 202509,Denominator at start of period,Y56,London,Support to clinical staff,"Support to doctors, nurses & midwives",49740,45673.6856
202409 to 202509,Denominator at start of period,Y56,London,Support to clinical staff,Support to ambulance staff,4048,3733.85195
202409 to 202509,Denominator at start of period,Y56,London,Support to clinical staff,Support to ST&T staff,14777,13678.5093
202409 to 202509,Denominator at start of period,Y56,London,NHS infrastructure support,All staff groups,38681,36506.72704
202409 to 202509,Denominator at start of period,Y56,London,NHS infrastructure support,Senior managers,2679,2606.78444
202409 to 202509,Denominator at start of period,Y56,London,NHS infrastructure support,Managers,6940,6733.7962
202409 to 202509,Denominator at start of period,Y56,London,NHS infrastructure support,Central functions,20061,19140.48082
202409 to 202509,Denominator at start of period,Y56,London,NHS infrastructure support,"Hotel, property & estates",9042,8025.66558
202409 to 202509,Denominator at start of period,Y56,London,Unknown classification,Unknown classification,204,178.03333
202409 to 202509,Denominator at start of period,Y58,South West,All staff groups,All staff groups,150711,131408.53136
202409 to 202509,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,All staff groups,77016,67755.16644
202409 to 202509,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - All grades,14733,13544.2811
202409 to 202509,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Consultant,5937,5433.8514
202409 to 202509,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,479,399.2704
202409 to 202509,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,978,784.7264
202409 to 202509,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Staff Grade,7,5.168
202409 to 202509,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,3191,3003.54275
202409 to 202509,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Core Training,2183,2117.475
202409 to 202509,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,754,745.34375
202409 to 202509,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,889,884.44375
202409 to 202509,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,251,91.46926
202409 to 202509,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,118,78.99039
202409 to 202509,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,Nurses & health visitors,37785,33280.08186
202409 to 202509,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,Midwives,2740,2195.79909
202409 to 202509,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,Ambulance staff,2728,2364.61938
202409 to 202509,Denominator at start of period,Y58,South West,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",19082,16370.38501
202409 to 202509,Denominator at start of period,Y58,South West,Support to clinical staff,All staff groups,48178,41125.7631
202409 to 202509,Denominator at start of period,Y58,South West,Support to clinical staff,"Support to doctors, nurses & midwives",35023,29634.82492
202409 to 202509,Denominator at start of period,Y58,South West,Support to clinical staff,Support to ambulance staff,2703,2392.86313
202409 to 202509,Denominator at start of period,Y58,South West,Support to clinical staff,Support to ST&T staff,10513,9098.07505
202409 to 202509,Denominator at start of period,Y58,South West,NHS infrastructure support,All staff groups,25693,22509.59371
202409 to 202509,Denominator at start of period,Y58,South West,NHS infrastructure support,Senior managers,1154,1099.34225
202409 to 202509,Denominator at start of period,Y58,South West,NHS infrastructure support,Managers,2269,2145.79502
202409 to 202509,Denominator at start of period,Y58,South West,NHS infrastructure support,Central functions,12919,11689.60975
202409 to 202509,Denominator at start of period,Y58,South West,NHS infrastructure support,"Hotel, property & estates",9362,7574.84669
202409 to 202509,Denominator at start of period,Y58,South West,Unknown classification,Unknown classification,22,18.00811
202409 to 202509,Denominator at start of period,Y59,South East,All staff groups,All staff groups,205236,183053.74121
202409 to 202509,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,All staff groups,108699,97658.65892
202409 to 202509,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - All grades,21787,20223.59027
202409 to 202509,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Consultant,8646,7884.72148
202409 to 202509,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,571,487.57913
202409 to 202509,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,1652,1462.47705
202409 to 202509,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Staff Grade,18,13.6875
202409 to 202509,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,5015,4751.32105
202409 to 202509,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Core Training,3081,3000.6625
202409 to 202509,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,1177,1166.01
202409 to 202509,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,1220,1209.71875
202409 to 202509,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,266,103.43448
202409 to 202509,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,206,143.97833
202409 to 202509,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,Nurses & health visitors,53456,48398.67744
202409 to 202509,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,Midwives,3969,3141.67412
202409 to 202509,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,Ambulance staff,3459,3199.18813
202409 to 202509,Denominator at start of period,Y59,South East,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",26084,22695.52896
202409 to 202509,Denominator at start of period,Y59,South East,Support to clinical staff,All staff groups,63918,55791.57284
202409 to 202509,Denominator at start of period,Y59,South East,Support to clinical staff,"Support to doctors, nurses & midwives",45423,39326.15662
202409 to 202509,Denominator at start of period,Y59,South East,Support to clinical staff,Support to ambulance staff,4740,4232.77421
202409 to 202509,Denominator at start of period,Y59,South East,Support to clinical staff,Support to ST&T staff,13815,12232.64201
202409 to 202509,Denominator at start of period,Y59,South East,NHS infrastructure support,All staff groups,32851,29543.15613
202409 to 202509,Denominator at start of period,Y59,South East,NHS infrastructure support,Senior managers,1990,1924.94935
202409 to 202509,Denominator at start of period,Y59,South East,NHS infrastructure support,Managers,3730,3566.07766
202409 to 202509,Denominator at start of period,Y59,South East,NHS infrastructure support,Central functions,16066,14661.99617
202409 to 202509,Denominator at start of period,Y59,South East,NHS infrastructure support,"Hotel, property & estates",11086,9390.13295
202409 to 202509,Denominator at start of period,Y59,South East,Unknown classification,Unknown classification,71,60.35332
202409 to 202509,Denominator at start of period,Y60,Midlands,All staff groups,All staff groups,290064,255870.60808
202409 to 202509,Denominator at start of period,Y60,Midlands,Professionally qualified clinical staff,All staff groups,149177,133615.96033
202409 to 202509,Denominator at start of period,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - All grades,27194,25741.57311
202409 to 202509,Denominator at start of period,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Consultant,10510,9835.8189
202409 to 202509,Denominator at start of period,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,525,473.95814
202409 to 202509,Denominator at start of period,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,1919,1762.61214
202409 to 202509,Denominator at start of period,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Staff Grade,35,28.65091
202409 to 202509,Denominator at start of period,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,5903,5660.58837
202409 to 202509,Denominator at start of period,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Core Training,4639,4546.10167
202409 to 202509,Denominator at start of period,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,1448,1436.31875
202409 to 202509,Denominator at start of period,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,1783,1775.95625
202409 to 202509,Denominator at start of period,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,289,92.86085
202409 to 202509,Denominator at start of period,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,200,128.70713
202409 to 202509,Denominator at start of period,Y60,Midlands,Professionally qualified clinical staff,Nurses & health visitors,76379,67860.19678
202409 to 202509,Denominator at start of period,Y60,Midlands,Professionally qualified clinical staff,Midwives,5460,4407.5955
202409 to 202509,Denominator at start of period,Y60,Midlands,Professionally qualified clinical staff,Ambulance staff,4591,4269.6863
202409 to 202509,Denominator at start of period,Y60,Midlands,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",35610,31336.90864
202409 to 202509,Denominator at start of period,Y60,Midlands,Support to clinical staff,All staff groups,95966,82777.01557
202409 to 202509,Denominator at start of period,Y60,Midlands,Support to clinical staff,"Support to doctors, nurses & midwives",70218,59884.95531
202409 to 202509,Denominator at start of period,Y60,Midlands,Support to clinical staff,Support to ambulance staff,6164,5678.47181
202409 to 202509,Denominator at start of period,Y60,Midlands,Support to clinical staff,Support to ST&T staff,19649,17213.58845
202409 to 202509,Denominator at start of period,Y60,Midlands,NHS infrastructure support,All staff groups,45110,39392.03585
202409 to 202509,Denominator at start of period,Y60,Midlands,NHS infrastructure support,Senior managers,2377,2305.37267
202409 to 202509,Denominator at start of period,Y60,Midlands,NHS infrastructure support,Managers,4335,4167.42189
202409 to 202509,Denominator at start of period,Y60,Midlands,NHS infrastructure support,Central functions,21698,19924.7567
202409 to 202509,Denominator at start of period,Y60,Midlands,NHS infrastructure support,"Hotel, property & estates",16724,12994.48459
202409 to 202509,Denominator at start of period,Y60,Midlands,Unknown classification,Unknown classification,94,85.59633
202409 to 202509,Denominator at start of period,Y61,East of England,All staff groups,All staff groups,143959,128830.82894
202409 to 202509,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,All staff groups,75159,67934.29586
202409 to 202509,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - All grades,15394,14523.08544
202409 to 202509,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Consultant,6127,5685.2578
202409 to 202509,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,239,212.31106
202409 to 202509,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,1139,1056.18396
202409 to 202509,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Staff Grade,54,53.175
202409 to 202509,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,3656,3520.93125
202409 to 202509,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Core Training,2025,1981.83125
202409 to 202509,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,968,957.58
202409 to 202509,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,949,940.42125
202409 to 202509,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,179,46.14216
202409 to 202509,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,100,69.25171
202409 to 202509,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,Nurses & health visitors,37070,33513.43972
202409 to 202509,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,Midwives,3232,2673.10715
202409 to 202509,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,Ambulance staff,2216,2076.78371
202409 to 202509,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",17268,15147.87984
202409 to 202509,Denominator at start of period,Y61,East of England,Support to clinical staff,All staff groups,45202,39635.01463
202409 to 202509,Denominator at start of period,Y61,East of England,Support to clinical staff,"Support to doctors, nurses & midwives",32366,28026.21526
202409 to 202509,Denominator at start of period,Y61,East of England,Support to clinical staff,Support to ambulance staff,3105,2958.06789
202409 to 202509,Denominator at start of period,Y61,East of England,Support to clinical staff,Support to ST&T staff,9764,8650.73148
202409 to 202509,Denominator at start of period,Y61,East of England,NHS infrastructure support,All staff groups,23731,21252.61845
202409 to 202509,Denominator at start of period,Y61,East of England,NHS infrastructure support,Senior managers,1528,1460.61064
202409 to 202509,Denominator at start of period,Y61,East of England,NHS infrastructure support,Managers,3252,3111.43654
202409 to 202509,Denominator at start of period,Y61,East of England,NHS infrastructure support,Central functions,12580,11429.24598
202409 to 202509,Denominator at start of period,Y61,East of England,NHS infrastructure support,"Hotel, property & estates",6384,5251.32529
202409 to 202509,Denominator at start of period,Y61,East of England,Unknown classification,Unknown classification,10,8.9
202409 to 202509,Denominator at start of period,Y62,North West,All staff groups,All staff groups,229379,204303.12361
202409 to 202509,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,All staff groups,119738,108559.65939
202409 to 202509,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - All grades,21169,19897.35409
202409 to 202509,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Consultant,8576,8038.34976
202409 to 202509,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,375,356.95169
202409 to 202509,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,1488,1365.43708
202409 to 202509,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Staff Grade,55,51.053
202409 to 202509,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,4507,4265.6125
202409 to 202509,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Core Training,3657,3556.14592
202409 to 202509,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,942,928.21295
202409 to 202509,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,1076,1070.94375
202409 to 202509,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,304,115.32565
202409 to 202509,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,257,149.32179
202409 to 202509,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,Nurses & health visitors,61640,55791.60423
202409 to 202509,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,Midwives,3917,3228.71546
202409 to 202509,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,Ambulance staff,2822,2701.61988
202409 to 202509,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",30254,26940.36573
202409 to 202509,Denominator at start of period,Y62,North West,Support to clinical staff,All staff groups,70634,61142.27971
