DATE,PAYMENT_TYPE,STAFF_GROUP_ORDER,STAFF_GROUP,AFC_BAND,GRADE_STEP,AMOUNT,SAMPLE_SIZE
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 6,5,4080.4,3499
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 6,6,4430.93,2905
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 6,7,4441.53,1999
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 6,8,4348.71,1701
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 6,9,4058.85,21392
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 6,All grade steps,4146.9,63114
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,1,4609.86,8717
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,2,4781.96,8067
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,3,4944.87,6828
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,4,4839.99,4856
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,5,4814.84,3678
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,6,5064.14,2695
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,7,5074.53,1619
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,8,4976.7,1313
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,9,4746.69,19886
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 7,All grade steps,4805.39,57548
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8a,1,5146.91,3916
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8a,2,5378.65,3611
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8a,3,5314.23,3142
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8a,4,5271.27,2280
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8a,5,5159.01,1541
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8a,6,5548.68,10048
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8a,All grade steps,5396.16,24465
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8b,1,5572.46,1352
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8b,2,5931.86,1323
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8b,3,5991.57,1185
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8b,4,6095.12,791
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8b,5,5948.37,504
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8b,6,6852.69,3278
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8b,All grade steps,6270.77,8416
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8c,1,6770.32,557
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8c,2,7183.05,520
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8c,3,7609.13,468
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8c,4,7186.42,314
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8c,5,7339.74,234
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8c,6,8260.24,1579
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8c,All grade steps,7685.9,3654
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8d,1,8574.56,150
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8d,2,9116.0,144
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8d,3,9147.08,145
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8d,4,9464.17,85
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8d,5,9388.28,93
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8d,6,10123.54,564
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 8d,All grade steps,9578.71,1181
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 9,1,9912.94,35
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 9,2,10634.04,48
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 9,3,11812.17,36
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 9,4,11789.49,30
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 9,5,10831.92,21
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 9,6,13146.39,165
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Band 9,All grade steps,12074.65,334
2024-10-31,PUBGRP_020_EARNINGS,5,"Scientific, therapeutic & technical staff",Non AfC band,Unknown,4038.67,789
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",All AfC bands,All grade steps,2698.37,337943
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 1,2,1765.15,175
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 1,All grade steps,1771.86,184
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 2,1,2373.36,20883
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 2,2,2616.79,16768
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 2,3,2526.17,10878
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 2,4,2467.14,5463
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 2,5,2430.85,4347
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 2,6,2404.46,5332
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 2,7,2293.85,39282
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 2,All grade steps,2408.66,102920
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 3,1,2511.74,26287
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 3,2,2631.63,24987
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 3,3,2685.32,18797
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 3,4,2695.03,11397
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 3,5,2677.51,7335
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 3,6,2663.18,5729
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 3,7,2559.25,52336
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 3,All grade steps,2601.38,146777
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 4,1,2752.19,11405
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 4,2,2841.29,9743
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 4,3,2818.24,7946
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 4,4,3006.46,4678
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 4,5,3000.4,3141
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 4,6,2989.05,2955
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 4,7,2844.74,24538
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 4,All grade steps,2851.39,64390
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 5,1,3200.31,2306
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 5,2,3290.65,2094
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 5,3,3523.83,1691
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 5,4,3526.89,1005
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 5,5,3897.09,711
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 5,6,4019.43,614
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 5,7,4034.85,336
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 5,8,3723.61,3501
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 5,All grade steps,3542.08,12254
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 6,1,3982.94,973
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 6,2,4144.31,943
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 6,3,4262.97,867
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 6,4,4339.04,450
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 6,5,4346.42,258
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 6,6,4768.6,255
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 6,7,5007.45,179
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 6,8,4822.03,142
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 6,9,4511.08,1284
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 6,All grade steps,4325.47,5351
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 7,1,4880.11,781
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 7,2,5058.04,790
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 7,3,5320.57,614
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 7,4,5321.09,423
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 7,5,5129.27,270
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 7,6,5605.55,205
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 7,7,5473.93,113
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 7,8,5583.76,99
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 7,9,5367.1,1013
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 7,All grade steps,5215.21,4308
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8a,1,5823.19,121
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8a,2,6061.34,111
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8a,3,6017.17,89
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8a,4,6074.96,71
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8a,5,5993.82,38
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8a,6,6486.33,179
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8a,All grade steps,6129.86,609
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8b,1,6534.01,36
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8b,2,6661.73,31
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8b,3,6633.47,33
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8b,4,7151.05,14
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8b,6,7471.58,55
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8b,All grade steps,6935.94,175
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8c,1,8063.38,10
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8c,6,9888.67,13
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8c,All grade steps,8822.62,41
2024-10-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Non AfC band,Unknown,1813.21,2083
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,All AfC bands,All grade steps,3382.95,28564
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 2,1,2471.68,441
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 2,2,2270.07,325
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 2,3,2665.15,149
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 2,4,2533.53,103
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 2,5,2349.16,114
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 2,6,2460.88,96
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 2,7,2377.15,1040
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 2,All grade steps,2408.35,2268
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 3,1,2605.79,3090
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 3,2,2865.66,1767
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 3,3,2960.06,1280
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 3,4,3041.89,608
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 3,5,3124.84,631
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 3,6,2954.23,382
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 3,7,2943.44,2877
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 3,All grade steps,2851.26,10635
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 4,1,3396.28,2394
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 4,2,3436.41,1270
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 4,3,3446.56,1237
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 4,4,3597.89,406
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 4,5,3683.02,222
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 4,6,3659.82,197
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 4,7,3428.15,2667
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 4,All grade steps,3443.41,8393
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,1,4065.76,899
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,2,4180.89,734
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,3,4148.0,384
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,4,4127.42,860
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,5,4604.47,100
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,6,5215.46,499
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,7,4699.9,127
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,8,4332.16,1922
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,All grade steps,4317.21,5525
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,1,4812.99,150
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,2,4608.22,55
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,3,5583.54,106
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,4,5022.84,34
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,5,5092.85,33
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,6,5119.53,26
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,7,5179.44,21
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,8,5538.76,13
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,9,5420.01,234
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,All grade steps,5190.86,672
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,1,5709.07,81
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,2,5641.63,77
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,3,6499.75,57
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,4,6690.35,33
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,5,6155.6,22
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,6,7119.43,17
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,7,7352.5,15
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,9,6969.9,160
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,All grade steps,6451.72,471
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 8a,All grade steps,5571.45,14
2024-10-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Non AfC band,Unknown,2463.75,601
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,All AfC bands,All grade steps,2773.97,97268
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 1,2,1655.16,24
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 1,All grade steps,1655.16,24
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 2,1,2192.97,4192
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 2,2,2420.3,2843
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 2,3,2369.26,1866
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 2,4,2296.39,981
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 2,5,2261.84,731
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 2,6,2295.86,857
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 2,7,2120.07,6669
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 2,All grade steps,2233.51,18138
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 3,1,2377.39,6838
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 3,2,2500.24,5840
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 3,3,2585.81,4169
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 3,4,2581.2,2309
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 3,5,2578.83,1525
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 3,6,2526.08,1164
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 3,7,2364.41,11080
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 3,All grade steps,2450.56,32920
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,1,2695.75,6405
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,2,2847.17,4527
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,3,2795.97,3043
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,4,2960.06,1826
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,5,2972.71,1191
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,6,2933.62,1010
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,7,2739.85,7744
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,All grade steps,2789.37,25739
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,1,3139.36,2911
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,2,3251.31,2151
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,3,3341.23,1133
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,4,3361.21,535
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,5,3702.09,306
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,6,3660.23,251
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,7,3656.05,145
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,8,3334.17,2015
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,All grade steps,3282.98,9448
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,1,3724.65,2730
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,2,4180.28,2277
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,3,4316.21,1689
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,4,4165.47,524
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,5,4053.17,253
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,6,4439.06,186
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,7,4478.55,113
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,8,4357.1,79
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,9,4300.5,734
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,All grade steps,4079.88,8583
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,1,4770.21,265
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,2,4823.06,235
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,3,4941.82,172
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,4,5005.15,135
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,5,4791.43,84
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,6,5341.15,73
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,7,5662.38,34
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,8,5426.07,34
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,9,4930.25,342
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,All grade steps,4937.18,1373
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,1,5583.91,47
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,2,5641.54,27
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,3,6310.4,25
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,4,5617.06,22
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,5,4970.96,10
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,6,6089.98,68
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,All grade steps,5828.79,199
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8b,6,7642.37,25
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8b,All grade steps,7261.57,46
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8c,All grade steps,8612.26,21
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8d,All grade steps,9013.93,10
2024-10-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Non AfC band,Unknown,2106.43,1039
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,All AfC bands,All grade steps,9752.26,13909
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 7,2,4654.09,10
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 7,9,5386.12,16
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 7,All grade steps,5030.2,54
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,1,5680.83,321
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,2,5781.88,256
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,3,5903.61,212
2024-10-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,4,5709.2,171
