DATE,PAYMENT_TYPE,STAFF_GROUP_ORDER,STAFF_GROUP,AFC_BAND,GRADE_STEP,AMOUNT,SAMPLE_SIZE
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 7,7,4258.26,180
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 7,8,4239.37,100
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 7,9,4163.49,1040
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 7,All grade steps,4043.03,4519
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8a,1,4404.53,101
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8a,2,4463.0,101
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8a,3,4853.7,106
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8a,4,4894.94,79
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8a,5,4901.59,46
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8a,6,5016.93,200
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8a,All grade steps,4779.89,633
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8b,1,5306.39,30
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8b,2,5198.68,32
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8b,3,5116.18,33
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8b,4,5425.16,24
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8b,5,5715.59,12
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8b,6,5877.21,67
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8b,All grade steps,5489.63,198
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8c,1,6681.4,12
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8c,4,7191.03,10
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8c,6,7080.75,12
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Band 8c,All grade steps,6815.23,47
2025-07-31,PUBGRP_020_EARNINGS,6,"Support to doctors, nurses & midwives",Non AfC band,Unknown,1864.03,1723
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,All AfC bands,All grade steps,2636.28,28650
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 2,1,2068.4,220
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 2,2,2168.81,281
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 2,3,1642.71,191
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 2,4,2136.3,94
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 2,5,2029.53,95
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 2,6,1895.3,80
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 2,7,1874.54,687
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 2,All grade steps,1948.6,1648
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 3,1,2195.69,2595
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 3,2,2255.34,1942
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 3,3,2300.28,1413
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 3,4,2172.01,681
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 3,5,2256.33,467
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 3,6,2445.19,439
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 3,7,2161.16,2481
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 3,All grade steps,2225.83,10017
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 4,1,2636.62,2981
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 4,2,2586.82,1299
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 4,3,2525.41,1304
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 4,4,2717.98,612
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 4,5,2788.72,324
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 4,6,2691.5,139
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 4,7,2604.75,3078
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 4,All grade steps,2615.63,9742
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,1,3105.64,883
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,2,3144.01,848
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,3,3299.42,498
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,4,3079.54,845
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,5,3593.15,181
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,6,3623.72,110
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,7,3870.39,362
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,8,3268.07,1910
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 5,All grade steps,3254.53,5637
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,1,4054.85,78
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,2,3855.87,123
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,3,4207.39,96
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,4,3974.09,49
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,5,4348.48,18
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,6,4168.86,40
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,7,4015.92,14
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,8,4147.72,20
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,9,4021.53,215
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 6,All grade steps,4039.85,653
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,1,4467.48,56
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,2,4254.19,80
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,3,4970.48,40
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,4,4791.83,63
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,5,4963.75,25
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,6,5077.99,20
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,7,4789.44,15
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,8,5136.73,14
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,9,5187.78,168
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Band 7,All grade steps,4848.6,481
2025-07-31,PUBGRP_020_EARNINGS,7,Support to ambulance staff,Non AfC band,Unknown,2492.48,482
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,All AfC bands,All grade steps,2186.43,100580
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 1,2,1329.62,22
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 1,All grade steps,1329.62,22
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 2,1,1859.94,4042
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 2,2,1898.03,2656
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 2,3,1870.39,2049
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 2,4,1799.95,1316
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 2,5,1792.47,728
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 2,6,1769.58,616
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 2,7,1644.6,6291
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 2,All grade steps,1780.03,17698
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 3,1,1967.83,6843
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 3,2,1979.44,5686
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 3,3,2025.77,4739
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 3,4,1968.66,3438
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 3,5,1972.61,1842
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 3,6,1955.12,1319
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 3,7,1810.9,11509
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 3,All grade steps,1926.82,35367
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,1,2169.98,5925
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,2,2171.5,4216
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,3,2141.08,3523
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,4,2318.82,2501
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,5,2302.78,1458
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,6,2276.04,1092
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,7,2101.64,7952
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 4,All grade steps,2172.21,26663
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,1,2512.67,2637
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,2,2489.7,2426
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,3,2606.97,1484
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,4,2545.18,802
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,5,2842.22,446
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,6,2879.26,245
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,7,2785.01,203
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,8,2717.8,1738
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 5,All grade steps,2589.02,9980
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,1,3219.53,2532
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,2,3201.51,2135
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,3,3370.86,1884
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,4,3181.57,567
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,5,3146.78,267
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,6,3462.78,197
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,7,3496.77,124
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,8,3347.12,92
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,9,3327.61,743
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 6,All grade steps,3265.17,8538
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,1,3652.6,232
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,2,3745.87,214
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,3,3911.25,200
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,4,3900.18,146
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,5,3776.45,102
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,6,4000.45,66
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,7,4244.44,53
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,8,3993.78,34
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,9,3909.74,304
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 7,All grade steps,3851.2,1351
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,1,4371.01,37
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,2,4444.11,44
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,3,4694.91,26
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,4,5053.64,20
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,5,4449.63,15
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,6,4689.09,71
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8a,All grade steps,4601.31,213
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8b,6,6422.74,20
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8b,All grade steps,5850.05,44
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Band 8c,All grade steps,7055.1,19
2025-07-31,PUBGRP_020_EARNINGS,8,Support to ST&T staff,Non AfC band,Unknown,1961.01,987
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,All AfC bands,All grade steps,8035.68,13994
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 7,9,4356.48,19
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 7,All grade steps,4107.83,55
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,1,4400.69,212
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,2,4488.37,239
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,3,4715.03,236
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,4,4732.78,192
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,5,4629.22,143
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,6,4809.52,636
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8a,All grade steps,4673.06,1658
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8b,1,5243.41,285
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8b,2,5249.42,263
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8b,3,5644.64,306
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8b,4,5577.65,242
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8b,5,6192.72,156
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8b,6,6076.87,859
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8b,All grade steps,5749.94,2111
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8c,1,6285.7,398
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8c,2,6174.49,374
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8c,3,6565.05,421
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8c,4,6865.39,339
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8c,5,6543.37,219
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8c,6,7131.84,1142
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8c,All grade steps,6737.5,2895
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,1,7342.94,334
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,2,7368.28,303
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,3,8048.51,393
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,4,7930.33,271
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,5,7892.84,161
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,6,8663.83,1101
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 8d,All grade steps,8124.48,2562
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,1,8987.93,261
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,2,9338.27,256
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,3,9419.2,301
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,4,9494.8,189
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,5,9620.99,102
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,6,10113.55,979
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Band 9,All grade steps,9717.9,2094
2025-07-31,PUBGRP_020_EARNINGS,9,Senior managers,Non AfC band,Unknown,11973.55,2645
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,All AfC bands,All grade steps,5430.53,27572
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 3,All grade steps,2483.11,14
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 4,All grade steps,2479.15,25
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 5,1,2370.17,21
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 5,2,2632.96,10
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 5,8,3022.04,24
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 5,All grade steps,2786.19,78
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,1,3174.08,68
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,2,3252.53,52
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,3,3462.86,42
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,4,3118.32,37
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,5,3415.92,13
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,6,3922.55,18
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,8,3778.85,10
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,9,3581.88,66
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 6,All grade steps,3375.74,314
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,1,3876.75,300
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,2,3844.79,279
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,3,4040.05,274
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,4,4117.59,217
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,5,3974.34,177
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,6,4336.47,107
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,7,4226.31,84
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,8,4194.09,52
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,9,4214.92,576
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 7,All grade steps,4068.04,2066
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8a,1,4462.34,1656
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8a,2,4522.86,1591
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8a,3,4735.88,1730
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8a,4,4732.08,1475
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8a,5,4924.36,906
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8a,6,4925.65,4910
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8a,All grade steps,4762.67,12265
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8b,1,5220.41,942
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8b,2,5217.81,998
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8b,3,5784.75,1085
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8b,4,5571.14,902
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8b,5,5613.27,574
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8b,6,6010.74,3101
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8b,All grade steps,5695.78,7600
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8c,1,6368.77,424
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8c,2,6251.56,461
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8c,3,6841.58,550
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8c,4,6759.3,392
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8c,5,6676.77,236
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8c,6,7231.99,1412
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8c,All grade steps,6843.78,3475
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8d,1,7459.49,138
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8d,2,7343.49,134
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8d,3,8730.11,157
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8d,4,9055.82,88
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8d,5,7952.97,65
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8d,6,8889.66,465
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 8d,All grade steps,8437.96,1048
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 9,1,9218.11,32
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 9,2,8858.53,28
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 9,3,9829.46,27
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 9,4,9581.91,28
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 9,5,9650.38,12
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 9,6,10304.43,139
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Band 9,All grade steps,9867.77,266
2025-07-31,PUBGRP_020_EARNINGS,10,Managers,Non AfC band,Unknown,6539.95,457
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,All AfC bands,All grade steps,2864.57,122209
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 1,2,1420.99,18
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 1,All grade steps,1420.99,18
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 2,1,1773.23,1404
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 2,2,1715.0,1083
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 2,3,1729.12,879
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 2,4,1697.8,621
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 2,5,1613.44,327
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 2,6,1635.76,352
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 2,7,1582.75,3823
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 2,All grade steps,1659.25,8489
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 3,1,1921.68,3218
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 3,2,1932.71,3100
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 3,3,1986.37,2991
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 3,4,1965.44,2199
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 3,5,1906.08,1173
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 3,6,1920.14,951
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 3,7,1827.31,7248
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 3,All grade steps,1903.67,20879
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 4,1,2152.8,3693
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 4,2,2167.63,3582
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 4,3,2159.55,3436
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 4,4,2325.73,2685
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 4,5,2319.58,1545
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 4,6,2339.17,1218
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 4,7,2229.61,7993
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 4,All grade steps,2220.92,24154
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,1,2487.76,3239
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,2,2520.58,3296
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,3,2697.74,3431
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,4,2668.27,2659
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,5,2994.45,1642
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,6,3067.82,1377
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,7,2966.94,1010
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,8,2905.91,7020
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 5,All grade steps,2756.69,23673
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 6,1,3160.51,2728
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 6,2,3157.72,2569
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 6,3,3328.1,2788
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 6,4,3314.89,2254
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 6,5,3275.21,1348
2025-07-31,PUBGRP_020_EARNINGS,11,Central functions,Band 6,6,3740.89,1039
