DATA_MONTH,DATA_LEVEL,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,MAIN_STAFF_GROUP,STAFF_GROUP_1,STAFF_GROUP_2,CARE_SETTING,LEVEL,GRADE,FTE,HEADCOUNT
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,010_Midwives,011_Midwives,003_Maternity Services,006_Midwives,Band 8b,6.8,7
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,010_Midwives,011_Midwives,003_Maternity Services,006_Midwives,Band 8c,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,010_Midwives,011_Midwives,009_Education Staff,006_Midwives,Band 7,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,012_Ambulance staff,013_Ambulance staff,002_Emergency Care,009_Paramedic,Band 7,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,001_Chiropody/Podiatry,002_AHP Manager,Band 8c,1.8,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,001_Chiropody/Podiatry,004_Therapist,Band 4,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,001_Chiropody/Podiatry,004_Therapist,Band 5,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,001_Chiropody/Podiatry,004_Therapist,Band 6,14.9,17
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,001_Chiropody/Podiatry,004_Therapist,Band 7,11.36,14
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,001_Chiropody/Podiatry,004_Therapist,Band 8a,3.58667,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,001_Chiropody/Podiatry,004_Therapist,Band 8b,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,001_Chiropody/Podiatry,004_Therapist,Band 8d,0.7,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,001_Chiropody/Podiatry,009_Tutor,Band 8a,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,002_Dietetics,001_Consultant Therapist/Scientist,Band 7,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,002_Dietetics,001_Consultant Therapist/Scientist,Band 8d,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,002_Dietetics,002_AHP Manager,Band 8a,3.2,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,002_Dietetics,002_AHP Manager,Band 8b,3.68,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,002_Dietetics,002_AHP Manager,Band 8c,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,002_Dietetics,004_Therapist,Band 4,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,002_Dietetics,004_Therapist,Band 5,12.0,13
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,002_Dietetics,004_Therapist,Band 6,39.3836,41
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,002_Dietetics,004_Therapist,Band 7,66.7,80
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,002_Dietetics,004_Therapist,Band 8a,25.07333,29
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,001_Consultant Therapist/Scientist,Band 8a,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,001_Consultant Therapist/Scientist,Band 8c,2.86,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,002_AHP Manager,Band 7,0.6,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,002_AHP Manager,Band 8a,2.3,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,002_AHP Manager,Band 8b,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,002_AHP Manager,Band 8c,0.8,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,004_Therapist,Band 4,3.0,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,004_Therapist,Band 5,23.8,24
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,004_Therapist,Band 6,76.76,79
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,004_Therapist,Band 7,78.94,90
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,004_Therapist,Band 8a,23.48,29
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,004_Therapist,Band 8b,3.0,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,004_Therapist,Band 8c,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,004_Therapist,Band 8d,0.2,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,007_Technician,Band 6,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,008_Instructor/Teacher,Band 4,2.0,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,008_Instructor/Teacher,Band 5,3.65333,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,003_Occupational Therapy,008_Instructor/Teacher,Band 6,0.8,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,005_Orthoptics,002_AHP Manager,Band 8a,1.3,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,005_Orthoptics,002_AHP Manager,Band 8b,0.6,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,005_Orthoptics,004_Therapist,Band 6,2.7,4
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,005_Orthoptics,004_Therapist,Band 7,4.54,9
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,005_Orthoptics,004_Therapist,Band 8a,0.4,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,005_Orthoptics,005_Scientist,Band 6,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,005_Orthoptics,005_Scientist,Band 7,2.82,8
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,005_Orthoptics,005_Scientist,Band 8a,2.6,3
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,005_Orthoptics,007_Technician,Band 4,13.0,14
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,005_Orthoptics,007_Technician,Band 5,7.4,9
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,005_Orthoptics,007_Technician,Band 6,1.6,2
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,006_Physiotherapy,002_AHP Manager,Band 8a,5.10667,6
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,006_Physiotherapy,002_AHP Manager,Band 8b,1.0,1
2025-10-31,Organisation,Y56,London,QKK,South East London,RJ1,Guy's and St Thomas' NHS Foundation Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",015_Allied health professionals,006_Physiotherapy,002_AHP Manager,Band 8d,0.8,1
